date,state,total
4/2/2020,Negeri Sembilan,61
5/2/2020,Negeri Sembilan,62
6/2/2020,Negeri Sembilan,46
7/2/2020,Negeri Sembilan,30
8/2/2020,Negeri Sembilan,4
9/2/2020,Negeri Sembilan,55
10/2/2020,Negeri Sembilan,47
11/2/2020,Negeri Sembilan,53
12/2/2020,Negeri Sembilan,75
13/2/2020,Negeri Sembilan,54
14/2/2020,Negeri Sembilan,66
15/2/2020,Negeri Sembilan,49
16/2/2020,Negeri Sembilan,43
17/2/2020,Negeri Sembilan,73
18/2/2020,Negeri Sembilan,92
19/2/2020,Negeri Sembilan,73
20/2/2020,Negeri Sembilan,53
21/2/2020,Negeri Sembilan,37
22/2/2020,Negeri Sembilan,47
23/2/2020,Negeri Sembilan,135
24/2/2020,Negeri Sembilan,190
25/2/2020,Negeri Sembilan,60
26/2/2020,Negeri Sembilan,61
27/2/2020,Negeri Sembilan,64
28/2/2020,Negeri Sembilan,77
29/2/2020,Negeri Sembilan,20
1/3/2020,Negeri Sembilan,1
2/3/2020,Negeri Sembilan,23
3/3/2020,Negeri Sembilan,80
4/3/2020,Negeri Sembilan,42
5/3/2020,Negeri Sembilan,79
6/3/2020,Negeri Sembilan,25
7/3/2020,Negeri Sembilan,45
8/3/2020,Negeri Sembilan,5
9/3/2020,Negeri Sembilan,52
10/3/2020,Negeri Sembilan,109
11/3/2020,Negeri Sembilan,37
12/3/2020,Negeri Sembilan,33
13/3/2020,Negeri Sembilan,58
14/3/2020,Negeri Sembilan,7
15/3/2020,Negeri Sembilan,1
16/3/2020,Negeri Sembilan,18
17/3/2020,Negeri Sembilan,49
18/3/2020,Negeri Sembilan,28
19/3/2020,Negeri Sembilan,8
20/3/2020,Negeri Sembilan,7
21/3/2020,Negeri Sembilan,1
22/3/2020,Negeri Sembilan,0
23/3/2020,Negeri Sembilan,3
24/3/2020,Negeri Sembilan,7
25/3/2020,Negeri Sembilan,2
26/3/2020,Negeri Sembilan,5
27/3/2020,Negeri Sembilan,8
28/3/2020,Negeri Sembilan,0
29/3/2020,Negeri Sembilan,0
30/3/2020,Negeri Sembilan,2
31/3/2020,Negeri Sembilan,3
1/4/2020,Negeri Sembilan,3
2/4/2020,Negeri Sembilan,6
3/4/2020,Negeri Sembilan,4
4/4/2020,Negeri Sembilan,0
5/4/2020,Negeri Sembilan,0
6/4/2020,Negeri Sembilan,2
7/4/2020,Negeri Sembilan,13
8/4/2020,Negeri Sembilan,0
9/4/2020,Negeri Sembilan,4
10/4/2020,Negeri Sembilan,5
11/4/2020,Negeri Sembilan,0
12/4/2020,Negeri Sembilan,0
13/4/2020,Negeri Sembilan,1
14/4/2020,Negeri Sembilan,12
15/4/2020,Negeri Sembilan,0
16/4/2020,Negeri Sembilan,7
17/4/2020,Negeri Sembilan,2
18/4/2020,Negeri Sembilan,1
19/4/2020,Negeri Sembilan,0
20/4/2020,Negeri Sembilan,4
21/4/2020,Negeri Sembilan,4
22/4/2020,Negeri Sembilan,4
23/4/2020,Negeri Sembilan,4
24/4/2020,Negeri Sembilan,5
25/4/2020,Negeri Sembilan,0
26/4/2020,Negeri Sembilan,0
27/4/2020,Negeri Sembilan,4
28/4/2020,Negeri Sembilan,3
29/4/2020,Negeri Sembilan,2
30/4/2020,Negeri Sembilan,1
1/5/2020,Negeri Sembilan,0
2/5/2020,Negeri Sembilan,0
3/5/2020,Negeri Sembilan,0
4/5/2020,Negeri Sembilan,2
5/5/2020,Negeri Sembilan,4
6/5/2020,Negeri Sembilan,2
7/5/2020,Negeri Sembilan,0
8/5/2020,Negeri Sembilan,1
9/5/2020,Negeri Sembilan,0
10/5/2020,Negeri Sembilan,0
11/5/2020,Negeri Sembilan,2
12/5/2020,Negeri Sembilan,2
13/5/2020,Negeri Sembilan,5
14/5/2020,Negeri Sembilan,3
15/5/2020,Negeri Sembilan,2
16/5/2020,Negeri Sembilan,1
17/5/2020,Negeri Sembilan,0
18/5/2020,Negeri Sembilan,4
19/5/2020,Negeri Sembilan,4
20/5/2020,Negeri Sembilan,2
21/5/2020,Negeri Sembilan,2
22/5/2020,Negeri Sembilan,0
23/5/2020,Negeri Sembilan,0
24/5/2020,Negeri Sembilan,0
25/5/2020,Negeri Sembilan,0
26/5/2020,Negeri Sembilan,0
27/5/2020,Negeri Sembilan,2
28/5/2020,Negeri Sembilan,4
29/5/2020,Negeri Sembilan,3
30/5/2020,Negeri Sembilan,0
31/5/2020,Negeri Sembilan,0
1/6/2020,Negeri Sembilan,4
2/6/2020,Negeri Sembilan,3
3/6/2020,Negeri Sembilan,8
4/6/2020,Negeri Sembilan,4
5/6/2020,Negeri Sembilan,2
6/6/2020,Negeri Sembilan,0
7/6/2020,Negeri Sembilan,0
8/6/2020,Negeri Sembilan,0
9/6/2020,Negeri Sembilan,5
10/6/2020,Negeri Sembilan,26
11/6/2020,Negeri Sembilan,1
12/6/2020,Negeri Sembilan,1
13/6/2020,Negeri Sembilan,0
14/6/2020,Negeri Sembilan,0
15/6/2020,Negeri Sembilan,7
16/6/2020,Negeri Sembilan,9
17/6/2020,Negeri Sembilan,12
18/6/2020,Negeri Sembilan,3
19/6/2020,Negeri Sembilan,3
20/6/2020,Negeri Sembilan,1
21/6/2020,Negeri Sembilan,0
22/6/2020,Negeri Sembilan,12
23/6/2020,Negeri Sembilan,5
24/6/2020,Negeri Sembilan,20
25/6/2020,Negeri Sembilan,3
26/6/2020,Negeri Sembilan,10
27/6/2020,Negeri Sembilan,1
28/6/2020,Negeri Sembilan,1
29/6/2020,Negeri Sembilan,4
30/6/2020,Negeri Sembilan,4
1/7/2020,Negeri Sembilan,7
2/7/2020,Negeri Sembilan,7
3/7/2020,Negeri Sembilan,3
4/7/2020,Negeri Sembilan,1
5/7/2020,Negeri Sembilan,0
6/7/2020,Negeri Sembilan,11
7/7/2020,Negeri Sembilan,8
8/7/2020,Negeri Sembilan,9
9/7/2020,Negeri Sembilan,9
10/7/2020,Negeri Sembilan,7
11/7/2020,Negeri Sembilan,0
12/7/2020,Negeri Sembilan,2
13/7/2020,Negeri Sembilan,5
14/7/2020,Negeri Sembilan,5
15/7/2020,Negeri Sembilan,14
16/7/2020,Negeri Sembilan,9
17/7/2020,Negeri Sembilan,10
18/7/2020,Negeri Sembilan,2
19/7/2020,Negeri Sembilan,0
20/7/2020,Negeri Sembilan,13
21/7/2020,Negeri Sembilan,13
22/7/2020,Negeri Sembilan,28
23/7/2020,Negeri Sembilan,5
24/7/2020,Negeri Sembilan,10
25/7/2020,Negeri Sembilan,0
26/7/2020,Negeri Sembilan,0
27/7/2020,Negeri Sembilan,15
28/7/2020,Negeri Sembilan,9
29/7/2020,Negeri Sembilan,17
30/7/2020,Negeri Sembilan,0
31/7/2020,Negeri Sembilan,0
1/8/2020,Negeri Sembilan,0
2/8/2020,Negeri Sembilan,0
3/8/2020,Negeri Sembilan,2
4/8/2020,Negeri Sembilan,7
5/8/2020,Negeri Sembilan,19
6/8/2020,Negeri Sembilan,8
7/8/2020,Negeri Sembilan,13
8/8/2020,Negeri Sembilan,0
9/8/2020,Negeri Sembilan,0
10/8/2020,Negeri Sembilan,7
11/8/2020,Negeri Sembilan,6
12/8/2020,Negeri Sembilan,18
13/8/2020,Negeri Sembilan,6
14/8/2020,Negeri Sembilan,5
15/8/2020,Negeri Sembilan,1
16/8/2020,Negeri Sembilan,0
17/8/2020,Negeri Sembilan,10
18/8/2020,Negeri Sembilan,11
19/8/2020,Negeri Sembilan,10
20/8/2020,Negeri Sembilan,2
21/8/2020,Negeri Sembilan,4
22/8/2020,Negeri Sembilan,0
23/8/2020,Negeri Sembilan,0
24/8/2020,Negeri Sembilan,5
25/8/2020,Negeri Sembilan,24
26/8/2020,Negeri Sembilan,17
27/8/2020,Negeri Sembilan,22
28/8/2020,Negeri Sembilan,4
29/8/2020,Negeri Sembilan,4
30/8/2020,Negeri Sembilan,0
31/8/2020,Negeri Sembilan,0
1/9/2020,Negeri Sembilan,7
2/9/2020,Negeri Sembilan,12
3/9/2020,Negeri Sembilan,6
4/9/2020,Negeri Sembilan,9
5/9/2020,Negeri Sembilan,1
6/9/2020,Negeri Sembilan,0
7/9/2020,Negeri Sembilan,8
8/9/2020,Negeri Sembilan,9
9/9/2020,Negeri Sembilan,36
10/9/2020,Negeri Sembilan,8
11/9/2020,Negeri Sembilan,14
12/9/2020,Negeri Sembilan,1
13/9/2020,Negeri Sembilan,0
14/9/2020,Negeri Sembilan,6
15/9/2020,Negeri Sembilan,6
16/9/2020,Negeri Sembilan,0
17/9/2020,Negeri Sembilan,4
18/9/2020,Negeri Sembilan,8
19/9/2020,Negeri Sembilan,1
20/9/2020,Negeri Sembilan,0
21/9/2020,Negeri Sembilan,7
22/9/2020,Negeri Sembilan,6
23/9/2020,Negeri Sembilan,28
24/9/2020,Negeri Sembilan,17
25/9/2020,Negeri Sembilan,2
26/9/2020,Negeri Sembilan,1
27/9/2020,Negeri Sembilan,0
28/9/2020,Negeri Sembilan,9
29/9/2020,Negeri Sembilan,10
30/9/2020,Negeri Sembilan,14
1/10/2020,Negeri Sembilan,15
2/10/2020,Negeri Sembilan,9
3/10/2020,Negeri Sembilan,4
4/10/2020,Negeri Sembilan,0
5/10/2020,Negeri Sembilan,11
6/10/2020,Negeri Sembilan,16
7/10/2020,Negeri Sembilan,12
8/10/2020,Negeri Sembilan,15
9/10/2020,Negeri Sembilan,9
10/10/2020,Negeri Sembilan,1
11/10/2020,Negeri Sembilan,0
12/10/2020,Negeri Sembilan,6
13/10/2020,Negeri Sembilan,16
14/10/2020,Negeri Sembilan,12
15/10/2020,Negeri Sembilan,21
16/10/2020,Negeri Sembilan,13
17/10/2020,Negeri Sembilan,2
18/10/2020,Negeri Sembilan,2
19/10/2020,Negeri Sembilan,13
20/10/2020,Negeri Sembilan,10
21/10/2020,Negeri Sembilan,16
22/10/2020,Negeri Sembilan,14
23/10/2020,Negeri Sembilan,7
24/10/2020,Negeri Sembilan,6
25/10/2020,Negeri Sembilan,1
26/10/2020,Negeri Sembilan,9
27/10/2020,Negeri Sembilan,6
28/10/2020,Negeri Sembilan,13
29/10/2020,Negeri Sembilan,2
30/10/2020,Negeri Sembilan,14
31/10/2020,Negeri Sembilan,1
1/11/2020,Negeri Sembilan,0
2/11/2020,Negeri Sembilan,5
3/11/2020,Negeri Sembilan,7
4/11/2020,Negeri Sembilan,14
5/11/2020,Negeri Sembilan,6
6/11/2020,Negeri Sembilan,15
7/11/2020,Negeri Sembilan,0
8/11/2020,Negeri Sembilan,0
9/11/2020,Negeri Sembilan,11
10/11/2020,Negeri Sembilan,12
11/11/2020,Negeri Sembilan,19
12/11/2020,Negeri Sembilan,12
13/11/2020,Negeri Sembilan,13
14/11/2020,Negeri Sembilan,0
15/11/2020,Negeri Sembilan,0
16/11/2020,Negeri Sembilan,10
17/11/2020,Negeri Sembilan,15
18/11/2020,Negeri Sembilan,13
19/11/2020,Negeri Sembilan,23
20/11/2020,Negeri Sembilan,13
21/11/2020,Negeri Sembilan,2
22/11/2020,Negeri Sembilan,0
23/11/2020,Negeri Sembilan,6
24/11/2020,Negeri Sembilan,9
25/11/2020,Negeri Sembilan,32
26/11/2020,Negeri Sembilan,16
27/11/2020,Negeri Sembilan,16
28/11/2020,Negeri Sembilan,4
29/11/2020,Negeri Sembilan,0
30/11/2020,Negeri Sembilan,13
1/12/2020,Negeri Sembilan,9
2/12/2020,Negeri Sembilan,14
3/12/2020,Negeri Sembilan,18
4/12/2020,Negeri Sembilan,9
5/12/2020,Negeri Sembilan,1
6/12/2020,Negeri Sembilan,2
7/12/2020,Negeri Sembilan,9
8/12/2020,Negeri Sembilan,15
9/12/2020,Negeri Sembilan,27
10/12/2020,Negeri Sembilan,10
11/12/2020,Negeri Sembilan,10
12/12/2020,Negeri Sembilan,0
13/12/2020,Negeri Sembilan,0
14/12/2020,Negeri Sembilan,12
15/12/2020,Negeri Sembilan,6
16/12/2020,Negeri Sembilan,14
17/12/2020,Negeri Sembilan,18
18/12/2020,Negeri Sembilan,14
19/12/2020,Negeri Sembilan,1
20/12/2020,Negeri Sembilan,0
21/12/2020,Negeri Sembilan,8
22/12/2020,Negeri Sembilan,11
23/12/2020,Negeri Sembilan,25
24/12/2020,Negeri Sembilan,41
25/12/2020,Negeri Sembilan,1
26/12/2020,Negeri Sembilan,0
27/12/2020,Negeri Sembilan,0
28/12/2020,Negeri Sembilan,9
29/12/2020,Negeri Sembilan,6
30/12/2020,Negeri Sembilan,25
31/12/2020,Negeri Sembilan,9
1/1/2021,Negeri Sembilan,0
2/1/2021,Negeri Sembilan,0
3/1/2021,Negeri Sembilan,0
4/1/2021,Negeri Sembilan,2
5/1/2021,Negeri Sembilan,7
6/1/2021,Negeri Sembilan,3
7/1/2021,Negeri Sembilan,5
8/1/2021,Negeri Sembilan,2
9/1/2021,Negeri Sembilan,0
10/1/2021,Negeri Sembilan,0
11/1/2021,Negeri Sembilan,2
12/1/2021,Negeri Sembilan,11
13/1/2021,Negeri Sembilan,10
14/1/2021,Negeri Sembilan,4
15/1/2021,Negeri Sembilan,19
16/1/2021,Negeri Sembilan,3
17/1/2021,Negeri Sembilan,0
18/1/2021,Negeri Sembilan,11
19/1/2021,Negeri Sembilan,17
20/1/2021,Negeri Sembilan,22
21/1/2021,Negeri Sembilan,18
22/1/2021,Negeri Sembilan,8
23/1/2021,Negeri Sembilan,3
24/1/2021,Negeri Sembilan,0
25/1/2021,Negeri Sembilan,5
26/1/2021,Negeri Sembilan,4
27/1/2021,Negeri Sembilan,15
28/1/2021,Negeri Sembilan,6
29/1/2021,Negeri Sembilan,24
30/1/2021,Negeri Sembilan,1
31/1/2021,Negeri Sembilan,0
1/2/2021,Negeri Sembilan,5
2/2/2021,Negeri Sembilan,8
3/2/2021,Negeri Sembilan,15
4/2/2021,Negeri Sembilan,12
5/2/2021,Negeri Sembilan,15
6/2/2021,Negeri Sembilan,0
7/2/2021,Negeri Sembilan,0
8/2/2021,Negeri Sembilan,4
9/2/2021,Negeri Sembilan,8
10/2/2021,Negeri Sembilan,18
11/2/2021,Negeri Sembilan,15
12/2/2021,Negeri Sembilan,0
13/2/2021,Negeri Sembilan,0
14/2/2021,Negeri Sembilan,0
15/2/2021,Negeri Sembilan,11
16/2/2021,Negeri Sembilan,10
17/2/2021,Negeri Sembilan,35
18/2/2021,Negeri Sembilan,38
19/2/2021,Negeri Sembilan,22
20/2/2021,Negeri Sembilan,0
21/2/2021,Negeri Sembilan,0
22/2/2021,Negeri Sembilan,22
23/2/2021,Negeri Sembilan,7
24/2/2021,Negeri Sembilan,10
25/2/2021,Negeri Sembilan,21
26/2/2021,Negeri Sembilan,17
27/2/2021,Negeri Sembilan,1
28/2/2021,Negeri Sembilan,0
1/3/2021,Negeri Sembilan,12
2/3/2021,Negeri Sembilan,4
3/3/2021,Negeri Sembilan,17
4/3/2021,Negeri Sembilan,9
5/3/2021,Negeri Sembilan,25
6/3/2021,Negeri Sembilan,0
7/3/2021,Negeri Sembilan,0
8/3/2021,Negeri Sembilan,11
9/3/2021,Negeri Sembilan,20
10/3/2021,Negeri Sembilan,37
11/3/2021,Negeri Sembilan,10
12/3/2021,Negeri Sembilan,26
13/3/2021,Negeri Sembilan,0
14/3/2021,Negeri Sembilan,0
15/3/2021,Negeri Sembilan,10
16/3/2021,Negeri Sembilan,7
17/3/2021,Negeri Sembilan,24
18/3/2021,Negeri Sembilan,6
19/3/2021,Negeri Sembilan,41
20/3/2021,Negeri Sembilan,2
21/3/2021,Negeri Sembilan,0
22/3/2021,Negeri Sembilan,9
23/3/2021,Negeri Sembilan,37
24/3/2021,Negeri Sembilan,28
25/3/2021,Negeri Sembilan,5
26/3/2021,Negeri Sembilan,25
27/3/2021,Negeri Sembilan,0
28/3/2021,Negeri Sembilan,1
29/3/2021,Negeri Sembilan,3
30/3/2021,Negeri Sembilan,6
31/3/2021,Negeri Sembilan,17
1/4/2021,Negeri Sembilan,12
2/4/2021,Negeri Sembilan,89
3/4/2021,Negeri Sembilan,2
4/4/2021,Negeri Sembilan,0
5/4/2021,Negeri Sembilan,5
6/4/2021,Negeri Sembilan,10
7/4/2021,Negeri Sembilan,6
8/4/2021,Negeri Sembilan,16
9/4/2021,Negeri Sembilan,12
10/4/2021,Negeri Sembilan,1
11/4/2021,Negeri Sembilan,0
12/4/2021,Negeri Sembilan,9
13/4/2021,Negeri Sembilan,5
14/4/2021,Negeri Sembilan,6
15/4/2021,Negeri Sembilan,14
16/4/2021,Negeri Sembilan,10
17/4/2021,Negeri Sembilan,0
18/4/2021,Negeri Sembilan,0
19/4/2021,Negeri Sembilan,7
20/4/2021,Negeri Sembilan,6
21/4/2021,Negeri Sembilan,4
22/4/2021,Negeri Sembilan,8
23/4/2021,Negeri Sembilan,7
24/4/2021,Negeri Sembilan,0
25/4/2021,Negeri Sembilan,0
26/4/2021,Negeri Sembilan,8
27/4/2021,Negeri Sembilan,4
28/4/2021,Negeri Sembilan,6
29/4/2021,Negeri Sembilan,3
30/4/2021,Negeri Sembilan,3
1/5/2021,Negeri Sembilan,0
2/5/2021,Negeri Sembilan,0
3/5/2021,Negeri Sembilan,5
4/5/2021,Negeri Sembilan,6
5/5/2021,Negeri Sembilan,2
6/5/2021,Negeri Sembilan,2
7/5/2021,Negeri Sembilan,3
8/5/2021,Negeri Sembilan,1
9/5/2021,Negeri Sembilan,0
10/5/2021,Negeri Sembilan,3
11/5/2021,Negeri Sembilan,1
12/5/2021,Negeri Sembilan,0
13/5/2021,Negeri Sembilan,0
14/5/2021,Negeri Sembilan,0
15/5/2021,Negeri Sembilan,0
16/5/2021,Negeri Sembilan,0
17/5/2021,Negeri Sembilan,6
18/5/2021,Negeri Sembilan,1
19/5/2021,Negeri Sembilan,7
20/5/2021,Negeri Sembilan,8
21/5/2021,Negeri Sembilan,2
22/5/2021,Negeri Sembilan,0
23/5/2021,Negeri Sembilan,0
24/5/2021,Negeri Sembilan,3
25/5/2021,Negeri Sembilan,3
26/5/2021,Negeri Sembilan,3
27/5/2021,Negeri Sembilan,10
28/5/2021,Negeri Sembilan,1
29/5/2021,Negeri Sembilan,0
30/5/2021,Negeri Sembilan,0
31/5/2021,Negeri Sembilan,3
1/6/2021,Negeri Sembilan,3
2/6/2021,Negeri Sembilan,2
3/6/2021,Negeri Sembilan,15
4/6/2021,Negeri Sembilan,3
5/6/2021,Negeri Sembilan,1
6/6/2021,Negeri Sembilan,0
7/6/2021,Negeri Sembilan,0
8/6/2021,Negeri Sembilan,2
9/6/2021,Negeri Sembilan,3
10/6/2021,Negeri Sembilan,10
11/6/2021,Negeri Sembilan,16
12/6/2021,Negeri Sembilan,0
13/6/2021,Negeri Sembilan,1
14/6/2021,Negeri Sembilan,14
15/6/2021,Negeri Sembilan,8
16/6/2021,Negeri Sembilan,8
17/6/2021,Negeri Sembilan,17
18/6/2021,Negeri Sembilan,14
19/6/2021,Negeri Sembilan,3
20/6/2021,Negeri Sembilan,0
21/6/2021,Negeri Sembilan,15
22/6/2021,Negeri Sembilan,4
23/6/2021,Negeri Sembilan,19
24/6/2021,Negeri Sembilan,13
25/6/2021,Negeri Sembilan,10
26/6/2021,Negeri Sembilan,8
27/6/2021,Negeri Sembilan,0
28/6/2021,Negeri Sembilan,6
29/6/2021,Negeri Sembilan,10
30/6/2021,Negeri Sembilan,14
1/7/2021,Negeri Sembilan,15
2/7/2021,Negeri Sembilan,29
3/7/2021,Negeri Sembilan,4
4/7/2021,Negeri Sembilan,0
5/7/2021,Negeri Sembilan,4
6/7/2021,Negeri Sembilan,7
7/7/2021,Negeri Sembilan,7
8/7/2021,Negeri Sembilan,10
9/7/2021,Negeri Sembilan,22
10/7/2021,Negeri Sembilan,3
11/7/2021,Negeri Sembilan,0
12/7/2021,Negeri Sembilan,9
13/7/2021,Negeri Sembilan,15
14/7/2021,Negeri Sembilan,6
15/7/2021,Negeri Sembilan,7
16/7/2021,Negeri Sembilan,30
17/7/2021,Negeri Sembilan,2
18/7/2021,Negeri Sembilan,0
19/7/2021,Negeri Sembilan,4
20/7/2021,Negeri Sembilan,0
21/7/2021,Negeri Sembilan,4
22/7/2021,Negeri Sembilan,3
23/7/2021,Negeri Sembilan,9
24/7/2021,Negeri Sembilan,1
25/7/2021,Negeri Sembilan,0
26/7/2021,Negeri Sembilan,6
27/7/2021,Negeri Sembilan,6
28/7/2021,Negeri Sembilan,29
29/7/2021,Negeri Sembilan,5
30/7/2021,Negeri Sembilan,0
31/7/2021,Negeri Sembilan,1
1/8/2021,Negeri Sembilan,0
2/8/2021,Negeri Sembilan,7
3/8/2021,Negeri Sembilan,4
4/8/2021,Negeri Sembilan,0
5/8/2021,Negeri Sembilan,4
6/8/2021,Negeri Sembilan,11
7/8/2021,Negeri Sembilan,1
8/8/2021,Negeri Sembilan,0
9/8/2021,Negeri Sembilan,8
10/8/2021,Negeri Sembilan,1
11/8/2021,Negeri Sembilan,2
12/8/2021,Negeri Sembilan,7
13/8/2021,Negeri Sembilan,2
14/8/2021,Negeri Sembilan,2
15/8/2021,Negeri Sembilan,0
16/8/2021,Negeri Sembilan,1
17/8/2021,Negeri Sembilan,1
18/8/2021,Negeri Sembilan,4
19/8/2021,Negeri Sembilan,2
20/8/2021,Negeri Sembilan,11
21/8/2021,Negeri Sembilan,0
22/8/2021,Negeri Sembilan,0
23/8/2021,Negeri Sembilan,6
24/8/2021,Negeri Sembilan,3
25/8/2021,Negeri Sembilan,5
26/8/2021,Negeri Sembilan,0
27/8/2021,Negeri Sembilan,18
28/8/2021,Negeri Sembilan,0
29/8/2021,Negeri Sembilan,0
30/8/2021,Negeri Sembilan,4
31/8/2021,Negeri Sembilan,1
1/9/2021,Negeri Sembilan,4
2/9/2021,Negeri Sembilan,6
3/9/2021,Negeri Sembilan,21
4/9/2021,Negeri Sembilan,2
5/9/2021,Negeri Sembilan,0
6/9/2021,Negeri Sembilan,4
7/9/2021,Negeri Sembilan,2
8/9/2021,Negeri Sembilan,3
9/9/2021,Negeri Sembilan,2
10/9/2021,Negeri Sembilan,17
11/9/2021,Negeri Sembilan,2
12/9/2021,Negeri Sembilan,1
13/9/2021,Negeri Sembilan,5
14/9/2021,Negeri Sembilan,3
15/9/2021,Negeri Sembilan,7
16/9/2021,Negeri Sembilan,0
17/9/2021,Negeri Sembilan,0
18/9/2021,Negeri Sembilan,0
19/9/2021,Negeri Sembilan,2
20/9/2021,Negeri Sembilan,4
21/9/2021,Negeri Sembilan,3
22/9/2021,Negeri Sembilan,8
23/9/2021,Negeri Sembilan,5
24/9/2021,Negeri Sembilan,4
25/9/2021,Negeri Sembilan,0
26/9/2021,Negeri Sembilan,0
27/9/2021,Negeri Sembilan,6
28/9/2021,Negeri Sembilan,4
29/9/2021,Negeri Sembilan,6
30/9/2021,Negeri Sembilan,2
1/10/2021,Negeri Sembilan,3
2/10/2021,Negeri Sembilan,1
3/10/2021,Negeri Sembilan,0
4/10/2021,Negeri Sembilan,5
5/10/2021,Negeri Sembilan,1
6/10/2021,Negeri Sembilan,2
7/10/2021,Negeri Sembilan,4
8/10/2021,Negeri Sembilan,19
9/10/2021,Negeri Sembilan,0
10/10/2021,Negeri Sembilan,0
11/10/2021,Negeri Sembilan,5
12/10/2021,Negeri Sembilan,5
13/10/2021,Negeri Sembilan,4
14/10/2021,Negeri Sembilan,5
15/10/2021,Negeri Sembilan,1
16/10/2021,Negeri Sembilan,0
17/10/2021,Negeri Sembilan,0
18/10/2021,Negeri Sembilan,2
19/10/2021,Negeri Sembilan,1
20/10/2021,Negeri Sembilan,4
21/10/2021,Negeri Sembilan,4
22/10/2021,Negeri Sembilan,11
23/10/2021,Negeri Sembilan,0
24/10/2021,Negeri Sembilan,0
25/10/2021,Negeri Sembilan,1
26/10/2021,Negeri Sembilan,1
27/10/2021,Negeri Sembilan,2
28/10/2021,Negeri Sembilan,6
29/10/2021,Negeri Sembilan,7
30/10/2021,Negeri Sembilan,0
31/10/2021,Negeri Sembilan,0
1/11/2021,Negeri Sembilan,3
2/11/2021,Negeri Sembilan,1
3/11/2021,Negeri Sembilan,20
4/11/2021,Negeri Sembilan,0
5/11/2021,Negeri Sembilan,5
6/11/2021,Negeri Sembilan,3
7/11/2021,Negeri Sembilan,0
8/11/2021,Negeri Sembilan,8
9/11/2021,Negeri Sembilan,1
10/11/2021,Negeri Sembilan,5
11/11/2021,Negeri Sembilan,1
12/11/2021,Negeri Sembilan,1
13/11/2021,Negeri Sembilan,52
14/11/2021,Negeri Sembilan,1
15/11/2021,Negeri Sembilan,14
16/11/2021,Negeri Sembilan,2
17/11/2021,Negeri Sembilan,104
18/11/2021,Negeri Sembilan,110
19/11/2021,Negeri Sembilan,4
20/11/2021,Negeri Sembilan,1
21/11/2021,Negeri Sembilan,0
22/11/2021,Negeri Sembilan,7
23/11/2021,Negeri Sembilan,3
24/11/2021,Negeri Sembilan,5
25/11/2021,Negeri Sembilan,5
26/11/2021,Negeri Sembilan,2
27/11/2021,Negeri Sembilan,1
28/11/2021,Negeri Sembilan,0
29/11/2021,Negeri Sembilan,5
30/11/2021,Negeri Sembilan,5
1/12/2021,Negeri Sembilan,6
2/12/2021,Negeri Sembilan,4
3/12/2021,Negeri Sembilan,3
4/12/2021,Negeri Sembilan,0
5/12/2021,Negeri Sembilan,0
6/12/2021,Negeri Sembilan,3
7/12/2021,Negeri Sembilan,5
8/12/2021,Negeri Sembilan,8
9/12/2021,Negeri Sembilan,9
10/12/2021,Negeri Sembilan,10
11/12/2021,Negeri Sembilan,0
12/12/2021,Negeri Sembilan,0
13/12/2021,Negeri Sembilan,6
14/12/2021,Negeri Sembilan,6
15/12/2021,Negeri Sembilan,5
16/12/2021,Negeri Sembilan,1
17/12/2021,Negeri Sembilan,8
18/12/2021,Negeri Sembilan,1
19/12/2021,Negeri Sembilan,0
20/12/2021,Negeri Sembilan,0
21/12/2021,Negeri Sembilan,3
22/12/2021,Negeri Sembilan,3
23/12/2021,Negeri Sembilan,3
24/12/2021,Negeri Sembilan,3
25/12/2021,Negeri Sembilan,0
26/12/2021,Negeri Sembilan,0
27/12/2021,Negeri Sembilan,7
28/12/2021,Negeri Sembilan,0
29/12/2021,Negeri Sembilan,10
30/12/2021,Negeri Sembilan,4
31/12/2021,Negeri Sembilan,3
1/1/2022,Negeri Sembilan,0
2/1/2022,Negeri Sembilan,0
3/1/2022,Negeri Sembilan,5
4/1/2022,Negeri Sembilan,4
5/1/2022,Negeri Sembilan,4
6/1/2022,Negeri Sembilan,5
7/1/2022,Negeri Sembilan,2
8/1/2022,Negeri Sembilan,1
9/1/2022,Negeri Sembilan,0
10/1/2022,Negeri Sembilan,2
11/1/2022,Negeri Sembilan,10
12/1/2022,Negeri Sembilan,18
13/1/2022,Negeri Sembilan,9
14/1/2022,Negeri Sembilan,3
15/1/2022,Negeri Sembilan,0
16/1/2022,Negeri Sembilan,1
17/1/2022,Negeri Sembilan,2
18/1/2022,Negeri Sembilan,8
19/1/2022,Negeri Sembilan,3
20/1/2022,Negeri Sembilan,4
21/1/2022,Negeri Sembilan,4
22/1/2022,Negeri Sembilan,1
23/1/2022,Negeri Sembilan,1
24/1/2022,Negeri Sembilan,5
25/1/2022,Negeri Sembilan,2
26/1/2022,Negeri Sembilan,5
27/1/2022,Negeri Sembilan,4
28/1/2022,Negeri Sembilan,2
29/1/2022,Negeri Sembilan,1
30/1/2022,Negeri Sembilan,0
31/1/2022,Negeri Sembilan,0
1/2/2022,Negeri Sembilan,0
2/2/2022,Negeri Sembilan,0
3/2/2022,Negeri Sembilan,1
4/2/2022,Negeri Sembilan,2
5/2/2022,Negeri Sembilan,2
6/2/2022,Negeri Sembilan,0
7/2/2022,Negeri Sembilan,3
8/2/2022,Negeri Sembilan,1
